candidate_id,name,education,experience_years,skills,certifications,projects_count,github_score,linkedin_activity,domain,resume_text
C399,Candidate_399,M.Tech,5,"NLP, PyTorch, Tableau, SQL, Power BI, TensorFlow",None,5,54,69,AI,"NLP, PyTorch, Tableau, SQL, Power BI, TensorFlow. 9 projects completed. Certified in Google. Domain: Data Science."
C400,Candidate_400,B.Sc Data Science,8,"Machine Learning, Deep Learning, TensorFlow",Azure,10,76,66,Cloud,"Machine Learning, Deep Learning, TensorFlow. 7 projects completed. Certified in Azure. Domain: Data Science."
C401,Candidate_401,MCA,5,"Azure, Power BI, NLP, Deep Learning, SQL, Python",Google,9,77,68,Cloud,"Azure, Power BI, NLP, Deep Learning, SQL, Python. 10 projects completed. Certified in AWS. Domain: Analytics."
C402,Candidate_402,B.Tech,2,"AWS, Power BI, Deep Learning, TensorFlow, Tableau, Python",None,9,53,94,Analytics,"AWS, Power BI, Deep Learning, TensorFlow, Tableau, Python. 5 projects completed. Certified in Azure. Domain: Cloud."
C403,Candidate_403,B.Tech,4,"SQL, PyTorch, Machine Learning, NLP",None,5,98,78,Cloud,"SQL, PyTorch, Machine Learning, NLP. 5 projects completed. Certified in AWS. Domain: Analytics."
C404,Candidate_404,MCA,10,"Deep Learning, TensorFlow, Power BI, SQL, PyTorch, Azure",None,3,83,58,Cloud,"Deep Learning, TensorFlow, Power BI, SQL, PyTorch, Azure. 5 projects completed. Certified in AWS. Domain: AI."
C405,Candidate_405,MCA,2,"AWS, Deep Learning, PyTorch",Azure,9,85,58,Data Science,"AWS, Deep Learning, PyTorch. 7 projects completed. Certified in Google. Domain: Data Science."
C406,Candidate_406,MCA,5,"NLP, Power BI, Machine Learning",AWS,6,93,52,AI,"NLP, Power BI, Machine Learning. 3 projects completed. Certified in AWS. Domain: AI."
C407,Candidate_407,B.Tech,1,"Power BI, SQL, PyTorch, Azure",None,3,50,86,Cloud,"Power BI, SQL, PyTorch, Azure. 9 projects completed. Certified in AWS. Domain: Data Science."
C408,Candidate_408,B.Tech,1,"PyTorch, Python, AWS",None,8,89,80,AI,"PyTorch, Python, AWS. 1 projects completed. Certified in AWS. Domain: Analytics."
C409,Candidate_409,M.Tech,3,"AWS, Python, Machine Learning, Azure, NLP, Tableau",AWS,10,92,63,Cloud,"AWS, Python, Machine Learning, Azure, NLP, Tableau. 10 projects completed. Certified in AWS. Domain: Cloud."
C410,Candidate_410,B.Tech,7,"Machine Learning, Tableau, SQL, Python, NLP, Azure",None,10,75,66,Data Science,"Machine Learning, Tableau, SQL, Python, NLP, Azure. 4 projects completed. Certified in Google. Domain: Data Science."
C411,Candidate_411,MCA,6,"Power BI, NLP, PyTorch, Azure, Deep Learning",Google,5,86,54,AI,"Power BI, NLP, PyTorch, Azure, Deep Learning. 7 projects completed. Certified in Google. Domain: Cloud."
C412,Candidate_412,B.Sc Data Science,1,"Python, Power BI, TensorFlow",Azure,1,51,74,Cloud,"Python, Power BI, TensorFlow. 10 projects completed. Certified in Azure. Domain: AI."
C413,Candidate_413,M.Tech,9,"TensorFlow, NLP, SQL, Power BI, Deep Learning, Tableau",Google,7,64,50,Analytics,"TensorFlow, NLP, SQL, Power BI, Deep Learning, Tableau. 10 projects completed. Certified in Google. Domain: Data Science."
C414,Candidate_414,B.Sc Data Science,9,"Power BI, Deep Learning, Tableau, Machine Learning, NLP",Google,8,64,77,Analytics,"Power BI, Deep Learning, Tableau, Machine Learning, NLP. 1 projects completed. Certified in Google. Domain: Data Science."
C415,Candidate_415,B.Tech,4,"Deep Learning, NLP, SQL, Tableau, Machine Learning",Google,2,65,64,Data Science,"Deep Learning, NLP, SQL, Tableau, Machine Learning. 2 projects completed. Certified in Google. Domain: Data Science."
C416,Candidate_416,B.Tech,4,"AWS, NLP, PyTorch, Machine Learning",Google,3,80,84,Data Science,"AWS, NLP, PyTorch, Machine Learning. 10 projects completed. Certified in AWS. Domain: Cloud."
C417,Candidate_417,B.Tech,7,"AWS, SQL, NLP, Machine Learning, Tableau",Google,3,100,80,Cloud,"AWS, SQL, NLP, Machine Learning, Tableau. 5 projects completed. Certified in Google. Domain: Analytics."
C418,Candidate_418,M.Tech,6,"PyTorch, SQL, Python, AWS, Machine Learning",None,5,72,60,Data Science,"PyTorch, SQL, Python, AWS, Machine Learning. 8 projects completed. Certified in AWS. Domain: AI."
C419,Candidate_419,B.Sc Data Science,7,"NLP, Python, Azure, Machine Learning",Google,8,88,62,AI,"NLP, Python, Azure, Machine Learning. 3 projects completed. Certified in Azure. Domain: Data Science."
C420,Candidate_420,M.Tech,6,"TensorFlow, AWS, Azure",AWS,4,74,87,Cloud,"TensorFlow, AWS, Azure. 7 projects completed. Certified in AWS. Domain: AI."
C421,Candidate_421,M.Tech,9,"Deep Learning, SQL, AWS, TensorFlow, PyTorch, NLP",None,4,57,55,Data Science,"Deep Learning, SQL, AWS, TensorFlow, PyTorch, NLP. 3 projects completed. Certified in Azure. Domain: Analytics."
C422,Candidate_422,M.Tech,6,"Deep Learning, PyTorch, Python, Azure",Google,6,76,63,Data Science,"Deep Learning, PyTorch, Python, Azure. 4 projects completed. Certified in Azure. Domain: Data Science."
C423,Candidate_423,B.Sc Data Science,2,"AWS, TensorFlow, SQL",AWS,7,65,84,Cloud,"AWS, TensorFlow, SQL. 4 projects completed. Certified in AWS. Domain: Data Science."
C424,Candidate_424,B.Tech,4,"Power BI, Python, Machine Learning, SQL, Azure, NLP",None,5,76,63,AI,"Power BI, Python, Machine Learning, SQL, Azure, NLP. 1 projects completed. Certified in AWS. Domain: Data Science."
C425,Candidate_425,M.Tech,2,"AWS, NLP, Machine Learning, PyTorch",Azure,9,63,55,Analytics,"AWS, NLP, Machine Learning, PyTorch. 7 projects completed. Certified in Google. Domain: Analytics."
C426,Candidate_426,B.Tech,5,"PyTorch, AWS, Python, Machine Learning, Power BI",Azure,2,77,90,Data Science,"PyTorch, AWS, Python, Machine Learning, Power BI. 4 projects completed. Certified in Google. Domain: Cloud."
C427,Candidate_427,B.Sc Data Science,5,"Power BI, Tableau, SQL, Azure",Azure,2,62,56,Analytics,"Power BI, Tableau, SQL, Azure. 9 projects completed. Certified in Azure. Domain: AI."
C428,Candidate_428,MCA,6,"TensorFlow, Python, Azure, NLP, AWS, PyTorch",AWS,3,58,56,Analytics,"TensorFlow, Python, Azure, NLP, AWS, PyTorch. 3 projects completed. Certified in Google. Domain: Cloud."
C429,Candidate_429,M.Tech,7,"Tableau, PyTorch, TensorFlow, AWS",AWS,2,98,84,Analytics,"Tableau, PyTorch, TensorFlow, AWS. 2 projects completed. Certified in Azure. Domain: Data Science."
C430,Candidate_430,MCA,4,"AWS, Python, Tableau, Deep Learning, Azure",AWS,6,82,99,Analytics,"AWS, Python, Tableau, Deep Learning, Azure. 5 projects completed. Certified in Google. Domain: Cloud."
C431,Candidate_431,B.Sc Data Science,0,"Power BI, TensorFlow, Machine Learning",None,9,83,77,Cloud,"Power BI, TensorFlow, Machine Learning. 9 projects completed. Certified in AWS. Domain: Analytics."
C432,Candidate_432,MCA,9,"TensorFlow, Tableau, Python, Power BI, Deep Learning",AWS,3,94,83,Data Science,"TensorFlow, Tableau, Python, Power BI, Deep Learning. 8 projects completed. Certified in AWS. Domain: AI."
C433,Candidate_433,MCA,6,"Tableau, SQL, TensorFlow",None,8,73,98,Analytics,"Tableau, SQL, TensorFlow. 8 projects completed. Certified in Azure. Domain: Data Science."
C434,Candidate_434,B.Tech,4,"AWS, TensorFlow, Tableau, NLP",Azure,10,76,98,AI,"AWS, TensorFlow, Tableau, NLP. 8 projects completed. Certified in Azure. Domain: Analytics."
C435,Candidate_435,B.Sc Data Science,1,"Deep Learning, NLP, Power BI, Azure, SQL, TensorFlow",AWS,4,75,68,AI,"Deep Learning, NLP, Power BI, Azure, SQL, TensorFlow. 7 projects completed. Certified in Azure. Domain: Cloud."
C436,Candidate_436,B.Tech,5,"Tableau, Deep Learning, AWS, SQL, Power BI, Python",AWS,3,50,62,Data Science,"Tableau, Deep Learning, AWS, SQL, Power BI, Python. 10 projects completed. Certified in AWS. Domain: Analytics."
C437,Candidate_437,B.Sc Data Science,8,"SQL, Deep Learning, Power BI",AWS,8,54,86,Cloud,"SQL, Deep Learning, Power BI. 1 projects completed. Certified in Google. Domain: Cloud."
C438,Candidate_438,M.Tech,6,"Power BI, SQL, PyTorch, Python, Tableau",Google,7,94,93,Analytics,"Power BI, SQL, PyTorch, Python, Tableau. 8 projects completed. Certified in Google. Domain: AI."
C439,Candidate_439,MCA,8,"Azure, TensorFlow, Machine Learning, SQL, AWS",None,2,61,75,Cloud,"Azure, TensorFlow, Machine Learning, SQL, AWS. 10 projects completed. Certified in Azure. Domain: Cloud."
C440,Candidate_440,B.Sc Data Science,8,"Azure, Deep Learning, TensorFlow, SQL, PyTorch",Google,6,50,55,AI,"Azure, Deep Learning, TensorFlow, SQL, PyTorch. 1 projects completed. Certified in Azure. Domain: Analytics."
C441,Candidate_441,MCA,0,"SQL, TensorFlow, Python, Tableau",None,7,64,88,Analytics,"SQL, TensorFlow, Python, Tableau. 10 projects completed. Certified in AWS. Domain: Cloud."
C442,Candidate_442,B.Sc Data Science,10,"Azure, NLP, Deep Learning, Machine Learning, Python",None,2,81,73,Cloud,"Azure, NLP, Deep Learning, Machine Learning, Python. 8 projects completed. Certified in AWS. Domain: Data Science."
C443,Candidate_443,B.Tech,6,"AWS, Deep Learning, Azure, NLP, PyTorch",AWS,5,65,51,Data Science,"AWS, Deep Learning, Azure, NLP, PyTorch. 4 projects completed. Certified in AWS. Domain: Analytics."
C444,Candidate_444,B.Sc Data Science,2,"Power BI, Azure, Python, Deep Learning, Machine Learning, TensorFlow",Azure,3,97,94,Data Science,"Power BI, Azure, Python, Deep Learning, Machine Learning, TensorFlow. 6 projects completed. Certified in Google. Domain: Cloud."
C445,Candidate_445,B.Sc Data Science,2,"Python, Machine Learning, NLP, Tableau, Azure",AWS,8,56,71,Data Science,"Python, Machine Learning, NLP, Tableau, Azure. 8 projects completed. Certified in Google. Domain: AI."
C446,Candidate_446,M.Tech,0,"SQL, AWS, Tableau, Azure, Deep Learning",AWS,10,56,65,Analytics,"SQL, AWS, Tableau, Azure, Deep Learning. 8 projects completed. Certified in Google. Domain: Data Science."
C447,Candidate_447,MCA,8,"TensorFlow, AWS, Power BI",AWS,3,65,85,Data Science,"TensorFlow, AWS, Power BI. 3 projects completed. Certified in Azure. Domain: Analytics."
C448,Candidate_448,M.Tech,1,"Tableau, Deep Learning, TensorFlow",Azure,3,69,80,AI,"Tableau, Deep Learning, TensorFlow. 6 projects completed. Certified in Azure. Domain: Analytics."
C449,Candidate_449,M.Tech,4,"TensorFlow, NLP, Machine Learning, Power BI",None,2,65,95,Data Science,"TensorFlow, NLP, Machine Learning, Power BI. 6 projects completed. Certified in Azure. Domain: Data Science."
C450,Candidate_450,M.Tech,7,"TensorFlow, Tableau, PyTorch, SQL, Python, Machine Learning",Google,5,54,81,Cloud,"TensorFlow, Tableau, PyTorch, SQL, Python, Machine Learning. 7 projects completed. Certified in Google. Domain: Data Science."
C451,Candidate_451,B.Tech,10,"Azure, Tableau, PyTorch, NLP",None,8,82,88,AI,"Azure, Tableau, PyTorch, NLP. 7 projects completed. Certified in Azure. Domain: Analytics."
C452,Candidate_452,B.Sc Data Science,4,"PyTorch, TensorFlow, Deep Learning",Google,6,52,66,AI,"PyTorch, TensorFlow, Deep Learning. 10 projects completed. Certified in Azure. Domain: Data Science."
C453,Candidate_453,B.Sc Data Science,4,"AWS, Deep Learning, Machine Learning, Power BI",Azure,5,57,64,Data Science,"AWS, Deep Learning, Machine Learning, Power BI. 7 projects completed. Certified in Azure. Domain: AI."
C454,Candidate_454,B.Sc Data Science,6,"AWS, Deep Learning, Python, SQL",None,2,67,88,AI,"AWS, Deep Learning, Python, SQL. 8 projects completed. Certified in Azure. Domain: Analytics."
C455,Candidate_455,MCA,0,"SQL, TensorFlow, Azure",None,3,60,85,Cloud,"SQL, TensorFlow, Azure. 2 projects completed. Certified in Azure. Domain: Analytics."
C456,Candidate_456,B.Sc Data Science,0,"TensorFlow, NLP, Tableau, Python, Deep Learning",Azure,10,76,64,Analytics,"TensorFlow, NLP, Tableau, Python, Deep Learning. 9 projects completed. Certified in Azure. Domain: AI."
C457,Candidate_457,M.Tech,1,"Python, Machine Learning, NLP, Azure, Tableau, SQL",Google,10,96,71,Data Science,"Python, Machine Learning, NLP, Azure, Tableau, SQL. 4 projects completed. Certified in Google. Domain: Cloud."
C458,Candidate_458,M.Tech,1,"Deep Learning, Python, TensorFlow, Power BI, NLP, SQL",None,1,54,85,Cloud,"Deep Learning, Python, TensorFlow, Power BI, NLP, SQL. 10 projects completed. Certified in AWS. Domain: Analytics."
C459,Candidate_459,MCA,9,"AWS, Deep Learning, Azure, NLP, Power BI",None,10,97,80,Cloud,"AWS, Deep Learning, Azure, NLP, Power BI. 6 projects completed. Certified in AWS. Domain: Analytics."
C460,Candidate_460,B.Tech,4,"PyTorch, Azure, SQL, Python, Tableau",Google,10,91,52,Data Science,"PyTorch, Azure, SQL, Python, Tableau. 8 projects completed. Certified in AWS. Domain: Cloud."
C461,Candidate_461,MCA,8,"SQL, PyTorch, NLP",None,7,91,58,Data Science,"SQL, PyTorch, NLP. 4 projects completed. Certified in Google. Domain: AI."
C462,Candidate_462,M.Tech,3,"Azure, PyTorch, AWS, SQL, Tableau",Azure,4,89,54,Data Science,"Azure, PyTorch, AWS, SQL, Tableau. 6 projects completed. Certified in Azure. Domain: AI."
C463,Candidate_463,B.Tech,4,"NLP, Tableau, Deep Learning, TensorFlow, Machine Learning",AWS,7,98,57,AI,"NLP, Tableau, Deep Learning, TensorFlow, Machine Learning. 8 projects completed. Certified in Azure. Domain: Cloud."
C464,Candidate_464,M.Tech,7,"NLP, Python, Deep Learning",None,1,65,54,Analytics,"NLP, Python, Deep Learning. 7 projects completed. Certified in AWS. Domain: Data Science."
C465,Candidate_465,MCA,10,"SQL, Power BI, NLP",Azure,1,96,97,AI,"SQL, Power BI, NLP. 7 projects completed. Certified in Azure. Domain: AI."
C466,Candidate_466,B.Sc Data Science,1,"Machine Learning, Azure, SQL, Python, Deep Learning",None,4,88,94,Data Science,"Machine Learning, Azure, SQL, Python, Deep Learning. 9 projects completed. Certified in Google. Domain: Data Science."
C467,Candidate_467,B.Tech,5,"SQL, Python, PyTorch, AWS, Power BI, Tableau",AWS,9,54,100,Analytics,"SQL, Python, PyTorch, AWS, Power BI, Tableau. 4 projects completed. Certified in AWS. Domain: Analytics."
C468,Candidate_468,B.Sc Data Science,0,"SQL, TensorFlow, PyTorch, Power BI",Google,10,88,97,Data Science,"SQL, TensorFlow, PyTorch, Power BI. 3 projects completed. Certified in AWS. Domain: AI."
C469,Candidate_469,B.Tech,9,"AWS, Azure, NLP, Power BI, SQL",AWS,4,81,100,Data Science,"AWS, Azure, NLP, Power BI, SQL. 8 projects completed. Certified in AWS. Domain: Analytics."
C470,Candidate_470,M.Tech,7,"AWS, Python, Deep Learning, NLP, SQL",None,7,78,93,Analytics,"AWS, Python, Deep Learning, NLP, SQL. 2 projects completed. Certified in Azure. Domain: Data Science."
C471,Candidate_471,B.Sc Data Science,0,"SQL, Python, TensorFlow",Google,1,58,60,Data Science,"SQL, Python, TensorFlow. 2 projects completed. Certified in Azure. Domain: Cloud."
C472,Candidate_472,B.Tech,6,"Python, Tableau, NLP, Deep Learning",Google,4,90,68,Analytics,"Python, Tableau, NLP, Deep Learning. 3 projects completed. Certified in AWS. Domain: AI."
C473,Candidate_473,MCA,1,"Python, AWS, NLP",Google,4,66,81,Analytics,"Python, AWS, NLP. 1 projects completed. Certified in AWS. Domain: Cloud."
C474,Candidate_474,M.Tech,8,"TensorFlow, Machine Learning, Deep Learning, PyTorch, NLP, Tableau",AWS,6,52,87,Cloud,"TensorFlow, Machine Learning, Deep Learning, PyTorch, NLP, Tableau. 6 projects completed. Certified in Google. Domain: Data Science."
C475,Candidate_475,B.Sc Data Science,8,"AWS, SQL, TensorFlow, Tableau, Python",Azure,8,65,63,Data Science,"AWS, SQL, TensorFlow, Tableau, Python. 1 projects completed. Certified in Google. Domain: AI."
C476,Candidate_476,B.Sc Data Science,3,"PyTorch, Tableau, NLP, AWS, SQL",Google,4,65,97,Analytics,"PyTorch, Tableau, NLP, AWS, SQL. 10 projects completed. Certified in Azure. Domain: AI."
C477,Candidate_477,B.Sc Data Science,5,"Power BI, NLP, PyTorch, Azure, Machine Learning, Deep Learning",Azure,9,76,50,Cloud,"Power BI, NLP, PyTorch, Azure, Machine Learning, Deep Learning. 3 projects completed. Certified in Azure. Domain: Data Science."
C478,Candidate_478,M.Tech,0,"Azure, Python, Power BI, Machine Learning, SQL",AWS,2,92,63,Cloud,"Azure, Python, Power BI, Machine Learning, SQL. 9 projects completed. Certified in Google. Domain: Data Science."
C479,Candidate_479,MCA,8,"TensorFlow, Tableau, Deep Learning",None,6,96,67,Analytics,"TensorFlow, Tableau, Deep Learning. 2 projects completed. Certified in Azure. Domain: Analytics."
C480,Candidate_480,M.Tech,4,"TensorFlow, AWS, Tableau",None,2,54,75,Data Science,"TensorFlow, AWS, Tableau. 9 projects completed. Certified in Google. Domain: Data Science."
C481,Candidate_481,MCA,7,"TensorFlow, Power BI, Machine Learning",None,6,80,80,Data Science,"TensorFlow, Power BI, Machine Learning. 8 projects completed. Certified in Google. Domain: Cloud."
C482,Candidate_482,MCA,5,"SQL, Azure, PyTorch, TensorFlow, Deep Learning, Python",Azure,5,80,80,AI,"SQL, Azure, PyTorch, TensorFlow, Deep Learning, Python. 4 projects completed. Certified in AWS. Domain: Data Science."
C483,Candidate_483,M.Tech,1,"Power BI, Deep Learning, PyTorch, SQL, Azure, Python",None,9,70,84,Cloud,"Power BI, Deep Learning, PyTorch, SQL, Azure, Python. 3 projects completed. Certified in Azure. Domain: Data Science."
C484,Candidate_484,B.Tech,3,"TensorFlow, AWS, Azure",AWS,4,78,56,AI,"TensorFlow, AWS, Azure. 5 projects completed. Certified in Azure. Domain: AI."
C485,Candidate_485,MCA,10,"NLP, Machine Learning, PyTorch, AWS, Power BI",None,2,84,89,AI,"NLP, Machine Learning, PyTorch, AWS, Power BI. 1 projects completed. Certified in Azure. Domain: AI."
C486,Candidate_486,B.Sc Data Science,7,"Deep Learning, TensorFlow, Power BI, Azure, Tableau, Machine Learning",Google,10,62,86,Cloud,"Deep Learning, TensorFlow, Power BI, Azure, Tableau, Machine Learning. 2 projects completed. Certified in AWS. Domain: Data Science."
C487,Candidate_487,M.Tech,3,"NLP, TensorFlow, SQL, Deep Learning, Azure, Machine Learning",None,3,70,52,AI,"NLP, TensorFlow, SQL, Deep Learning, Azure, Machine Learning. 7 projects completed. Certified in Azure. Domain: AI."
C488,Candidate_488,B.Tech,7,"SQL, NLP, AWS, Deep Learning, Tableau",Google,8,88,92,AI,"SQL, NLP, AWS, Deep Learning, Tableau. 1 projects completed. Certified in Azure. Domain: AI."
C489,Candidate_489,B.Sc Data Science,4,"Azure, SQL, Python, TensorFlow, Tableau, Power BI",Google,5,63,94,AI,"Azure, SQL, Python, TensorFlow, Tableau, Power BI. 2 projects completed. Certified in Google. Domain: AI."
C490,Candidate_490,B.Sc Data Science,9,"SQL, TensorFlow, NLP, Azure",AWS,4,60,96,Data Science,"SQL, TensorFlow, NLP, Azure. 4 projects completed. Certified in Google. Domain: Analytics."
C491,Candidate_491,M.Tech,2,"Power BI, Python, TensorFlow, NLP",Google,4,51,58,Cloud,"Power BI, Python, TensorFlow, NLP. 6 projects completed. Certified in Google. Domain: Analytics."
C492,Candidate_492,B.Sc Data Science,10,"Azure, Python, Deep Learning",Azure,3,91,86,Cloud,"Azure, Python, Deep Learning. 2 projects completed. Certified in Azure. Domain: Cloud."
C493,Candidate_493,M.Tech,4,"Machine Learning, Power BI, PyTorch, AWS, NLP",AWS,2,89,76,Data Science,"Machine Learning, Power BI, PyTorch, AWS, NLP. 9 projects completed. Certified in AWS. Domain: Cloud."
C494,Candidate_494,B.Tech,4,"SQL, Tableau, Deep Learning, Azure",None,6,92,62,Analytics,"SQL, Tableau, Deep Learning, Azure. 2 projects completed. Certified in AWS. Domain: Cloud."
C495,Candidate_495,M.Tech,0,"Tableau, PyTorch, TensorFlow, NLP, Machine Learning, SQL",Google,8,65,50,Data Science,"Tableau, PyTorch, TensorFlow, NLP, Machine Learning, SQL. 6 projects completed. Certified in Google. Domain: Cloud."
C496,Candidate_496,B.Sc Data Science,10,"Machine Learning, Azure, Tableau, Power BI, Python",None,8,75,86,Data Science,"Machine Learning, Azure, Tableau, Power BI, Python. 8 projects completed. Certified in AWS. Domain: Cloud."
C497,Candidate_497,M.Tech,10,"Tableau, PyTorch, Azure",Azure,5,74,100,Analytics,"Tableau, PyTorch, Azure. 8 projects completed. Certified in Google. Domain: Data Science."
C498,Candidate_498,B.Tech,4,"AWS, Python, Deep Learning, Tableau",None,2,90,65,Cloud,"AWS, Python, Deep Learning, Tableau. 2 projects completed. Certified in AWS. Domain: Data Science."
C499,Candidate_499,B.Tech,8,"Power BI, PyTorch, Tableau, SQL, Machine Learning",AWS,8,67,87,Analytics,"Power BI, PyTorch, Tableau, SQL, Machine Learning. 4 projects completed. Certified in AWS. Domain: Analytics."
C500,Candidate_500,B.Sc Data Science,7,"Azure, TensorFlow, NLP, SQL, Tableau, AWS",AWS,4,56,52,Data Science,"Azure, TensorFlow, NLP, SQL, Tableau, AWS. 10 projects completed. Certified in AWS. Domain: Cloud."
